filepath,class,label,split
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0350.jpg,Common_Rust,1,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0493.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0100.jpg,Common_Rust,1,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0251.jpg,Common_Rust,1,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0350.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0133.jpg,Northern_Leaf_Blight,2,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0321.jpg,Northern_Leaf_Blight,2,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0330.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0120.jpg,Northern_Leaf_Blight,2,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0222.jpg,Common_Rust,1,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0107.jpg,Common_Rust,1,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0437.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0416.jpg,Northern_Leaf_Blight,2,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0111.jpg,Northern_Leaf_Blight,2,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0027.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0102.jpg,Healthy,0,validation
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0417.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0121.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0243.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0096.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0219.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0450.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0505.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0002.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0049.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0372.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0399.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0114.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0379.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0105.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0255.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0478.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0259.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0444.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0351.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0105.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0213.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0154.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0268.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0172.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0078.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0159.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0399.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0004.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0522.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0581.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0214.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0408.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0267.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0094.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0202.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0169.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0223.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0272.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0428.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0585.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0497.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0348.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0444.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0226.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0566.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0339.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0462.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0268.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0464.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0362.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0018.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0390.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0318.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0514.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0523.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0138.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0190.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0267.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0426.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0424.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0470.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0558.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0597.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0189.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0267.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0292.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0393.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0030.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0315.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0320.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0585.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0405.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0321.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0472.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0002.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0376.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0591.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0238.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0419.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0209.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0369.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0204.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0041.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0073.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0320.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0093.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0194.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0250.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0527.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0429.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0333.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0141.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0150.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0189.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0072.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0031.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0061.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0176.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0062.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0502.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0596.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0488.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0216.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0129.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0229.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0262.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0032.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0220.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0576.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0583.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0545.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0287.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0026.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0508.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0541.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0308.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0294.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0401.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0448.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0299.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0084.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0246.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0059.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0378.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0287.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0565.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0242.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0119.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0421.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0334.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0109.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0496.jpg,Healthy,0,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0287.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0597.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0385.jpg,Common_Rust,1,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0039.jpg,Northern_Leaf_Blight,2,test
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0169.jpg,Northern_Leaf_Blight,2,test
